eventid,event_date,year,month,day,region,city,lat,long,success,suicide,group_name,motive,killed,wounded,total_casualties,summary,attack_type,weapon_type,weapon_detail,weapon_detail_new,target_type,target_subtype,corp1,target,nationality
2.01E+11,3/4/2012,2012,3,4,Mudug,Gaalkacyo,6.774396,47.429032,1,0,Unknown,"The specific motive is unknown; however, sources suggested that Abdi may have been targeted because of his outspoken criticism of Al-Shabaab.",1,0,1,"03/04/2012: Gunmen shot and killed journalist Ali Ahmed Abdi as he was leaving work in Galkayo city, Mudug region, Somalia. No group claimed responsibility for this attack; however, sources indicated that Abdi may have been attacked because of his affiliation with radio stations that are critical of Al-Shabaab.",Assassination,Firearms,pistols,nan,journalists & media,radio journalist,Unknown,radio galkacyo reporter,Somalia
2.01E+11,3/5/2012,2012,3,5,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,2,0,2,"03/05/2012: Gunmen shot and killed two government soldiers in the Yaqshit area of Mogadishu city, Banaadir region, Somalia. The soldiers were believed to be former Al-Shabaab fighters. No group claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),soldiers,Somalia
2.01E+11,3/8/2012,2012,3,8,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,1,1,2,"03/08/2012: Two gunmen shot and killed cleric Sheikh Mohammed in Mogadishu city, Banaadir region, Somalia. One of the cleric's colleagues was also injured in the attack. No group claimed responsibility for this incident.",Assassination,Firearms,pistols,nan,religious figures/institutions,religious figure,Unknown,clerics,Somalia
2.01E+11,3/10/2012,2012,3,10,Gedo,Yurkud,3.517245,42.768144,1,0,Al Shabaab,,23,,23,"03/10/2012: Gunmen ambushed Ethiopian troops in Urkut town, Gedo region, Somalia. In the ensuing clash, six soldiers and 17 attackers were killed and an unknown number wounded. Al-Shabaab spokesperson Sheikh Abu Musab claimed responsibility for the attack.",Armed Assault,Firearms,automatic firearms,nan,military,military personnel,Ethiopian National Defense Forces (ENDF),ethiopian soldiers,Ethiopia
2.01E+11,3/12/2012,2012,3,12,Gedo,Tarako,2.329957,42.287281,1,0,Al Shabaab,,12,,12,"03/12/2012: Attackers ambushed a Kenyan and Somali army convoy in Tarak area, Gedo State, Somalia. In the ensuing firefight, six attackers and six soldiers were killed. Al-Shabaab claimed responsibility for this incident.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,military,military convoy,African Union Mission in Somalia (AMISOM),amisom kenyan convoy,International
2.01E+11,3/13/2012,2012,3,13,Hiiraan,Beledweyne,4.73538,45.202402,1,0,Al Shabaab,,1,1,2,"03/13/2012: Assailants threw a hand grenade into a cafe in Beledweyne city, Hiiraan region, Somalia. One soldier was killed and another wounded in the attack. No group claimed responsibility, but officials attributed the incident to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,military,military personnel,Somali Armed Forces (SAF),sna soldiers,Somalia
2.01E+11,3/14/2012,2012,3,14,Banaadir,Mogadishu,2.059818,45.326114,1,1,Al Shabaab,Al-Shabaab claimed responsibility for the incident and stated that it was part of their larger war against the Somali government.,6,10,16,"03/14/2012: A suicide attacker detonated his explosives at the presidential compound in Mogadishu city, Banaadir region, Somalia. Six people were killed and 10 others injured. Al-Shabaab claimed responsibility for the attack, stating that it was part of the group's ongoing war against the Somali government.",Bombing/Explosion,Explosives,suicide bombing,nan,government,govt building,Government of Somalia,villa somalia,Somalia
2.01E+11,3/15/2012,2012,3,15,Mudug,Gaalkacyo,6.774396,47.429032,0,0,Unknown,,,,0,"03/15/2012: An explosive device detonated outside of the Galkayo central prison in Galkayo city, Mudug region, Somalia. The explosion targeted a vehicle transporting Lieutenant Colonel Muse Abdirahman Ahmed, the chief of Puntland security forces. Ahmed was uninjured, but an unknown number of his bodyguards were wounded. No group claimed responsibility for this attack.",Assassination,Explosives,nan,nan,military,"military personnel (soldiers, troops, officers, forces)",Puntland Security Force (PSF),lieutenant colonel: muse abdirahman ahmed,Somalia
2.01E+11,6/27/2011,2011,6,27,Jubbada Hoose,Kismaayo,-0.357847,42.54665,1,0,Al Shabaab,The specific motive for the attack was based on the victims allegedly passing secrets of al-Shabaab leaders.,0,0,0,"06/27/2011: On Monday, in Kismayo, Jubbada Hoose, Somalia, suspected al-Shabaab militants took hostage at least 10 people by unknown means on suspicion of passing secrets of al-Shabaab leaders. Al-Shabaab official, Moallim Harun, stated that investigations are underway and that security would be cracking down in the neighborhoods in Kismayo. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab is suspected.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,3/16/2012,2012,3,16,Shabeellaha Hoose,Afgooye,2.14383,45.118061,1,0,Al Shabaab,,0,,0,"03/16/2012: Assailants attacked an African Union Mission in Somalia (AMISOM) base in Afgooye town, Lower Shebelle region, Somalia. This was one of three related attacks on AMISOM bases in the region. Two assailants were killed across the three events. No group claimed responsibility for this incident; however, sources attributed it to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.01E+11,3/16/2012,2012,3,16,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,,1,"03/16/2012: Assailants attacked an African Union Mission in Somalia (AMISOM) base in Mogadishu city, Banaadir region, Somalia. This was one of three related attacks on AMISOM bases in the region. Two assailants were killed across the three events. No group claimed responsibility for this incident; however, sources attributed it to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.01E+11,3/16/2012,2012,3,16,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,1,,1,"03/16/2012: Assailants attacked an African Union Mission in Somalia (AMISOM) base in Mogadishu city, Banaadir region, Somalia. This was one of three related attacks on AMISOM bases in the region. Two assailants were killed across the three events. No group claimed responsibility for this incident; however, sources attributed it to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom base,International
2.01E+11,3/17/2012,2012,3,17,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,3,0,3,"03/17/2012: Assailants attacked a Somali Army base in Mogadishu city, Banaadir region, Somalia. Three civilians were killed in the attack, for which no group claimed responsibility.",Armed Assault,Firearms,automatic firearms,nan,military,military base,Transitional Federal Government (TFG),sna base,Somalia
2.01E+11,3/18/2012,2012,3,18,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,4,7,11,"03/18/2012: Assailants attacked a refugee camp in Mogadishu city, Banaadir region, Somalia. The attackers used mortar shells, killing four people and wounding seven others. A spokesperson for Al-Shabaab claimed responsibility for the attack, stating that their intended target was the nearby presidential palace.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,government,govt building,Government of Somalia,villa somalia,Somalia
2.01E+11,3/18/2012,2012,3,18,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"03/18/2012: Assailants threw a hand grenade at a Transitional Federal Government (TFG) base in Mogadishu city, Banaadir region, Somalia. The attack wounded an unknown number of people. No group claimed responsibility for this attack.",Bombing/Explosion,Explosives,nan,nan,military,military base,Transitional Federal Government (TFG),sna base,Somalia
2.01E+11,3/19/2012,2012,3,19,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,0,0,"03/19/2012: Assailants fired mortars at the presidential palace in Mogadishu city, Banaadir region, Somalia. There were no reported casualties from this attack. No group claimed responsibility; however, sources attributed the incident to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,government,govt building,Government of Somalia,villa somalia,Somalia
2.01E+11,6/28/2011,2011,6,28,Gedo,Baardheere,2.349308,42.280334,1,0,Al Shabaab,The specific motive for the attack was to train the elders for combat.,0,0,0,"06/28/2011: On Tuesday, in Baardheere, Gedo, Somalia, suspected al-Shabaab fighters kidnapped elderly men by unknown means from their home to train them in combat. Mohamoud Sayid Adam, a Somali parliamentarian in the Gedo region, stated that elders were trained by al-Shabaab to take part in the battles against Somali forces. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, although al-Shabaab was suspected.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,3/21/2012,2012,3,21,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,0,2,2,"03/21/2012: An explosives-laden vehicle detonated on the road to the airport and the presidential palace in Mogadishu city, Banaadir region, Somalia. Two people were wounded. Al-Shabaab claimed responsibility for the attack.",Bombing/Explosion,Explosives,car bomb detonated,a remote-detonated explosive device was used in the attack.,military,military personnel,Somali Armed Forces (SAF),sna forces,Somalia
2.01E+11,3/23/2012,2012,3,23,Bakool,Xuddur,4.120602,43.890526,1,0,Unknown,,1,0,1,"03/23/2012: A remotely triggered explosive device detonated inside the police station in Xudder area, Bakool region, Somalia. One police officer was killed in the blast. No group claimed responsibility for this incident.",Bombing/Explosion,Explosives,improvised explosive device (IED),nan,police,police building,Somali Police Force (SPF),police station,Turkey
2.01E+11,3/23/2012,2012,3,23,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,0,0,0,"03/23/2012: An explosive device detonated at Liido beach in Mogadishu city, Banaadir region, Somalia. A car hired by Turkish aid workers was damaged, but no casualties were reported. No group claimed responsibility for this attack.",Bombing/Explosion,Explosives,sticky car bomb,a powerful explosive device was used in the attack.,ngo,domestic ngo,Unknown,vehicle of aid worker,Somalia
2.01E+11,3/25/2012,2012,3,25,Banaadir,Mogadishu,2.059818,45.326114,0,0,Unknown,,0,1,1,"03/25/2012: Gunmen attacked Muhaydin Hassan Mohammed, the head of the Shabelle Media Network, in Mogadishu city, Banaadir region, Somalia. Mohammed was injured as he was returning to his home. No group claimed responsibility for this attack.",Assassination,Firearms,pistols,nan,journalists & media,radio journalist,Shabelle Media Network,shabeelle radio journalist,Somalia
2.01E+11,3/26/2012,2012,3,26,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,2,7,9,"03/26/2012: Assailants fired mortar shells at the presidential palace but instead struck a refugee camp in Mogadishu city, Banaadir region, Somalia. At least two people were killed and at least seven wounded. This was the third such attack in Mogadishu during this week. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,mortar shells,two mortars were used in the attack.,government,govt building,Government of Somalia,villa somalia,Somalia
2.01E+11,3/27/2012,2012,3,27,Shabeellaha Hoose,Qoryooleey,1.75,44.583333,1,0,Al Shabaab,,2,0,2,"03/27/2012: Gunmen shot and killed two government army officials in Wadajir district, Lower Shebelle region, Somalia. One of the victims had worked in the presidential palace. No group claimed responsibility for this attack; however, district officials attributed it to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,military,"military personnel (soldiers, troops, officers, forces)",Somali Armed Forces (SAF),"officials: muhayadin weheliye, yasin ali",Somalia
2.01E+11,3/28/2012,2012,3,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,4,0,4,"03/28/2012: Heavily armed gunmen attacked a police station in the Hiriwa area of Mogadishu city, Banaadir region, Somalia. A clash ensued, during which two police officers and two attackers were killed. No group claimed responsibility for this incident; however, sources suspected Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,police,police building,Somali Police Force (SPF),police station,Somalia
2.01E+11,3/28/2012,2012,3,28,Baay,Baydhaba,3.115641,43.646581,1,0,Unknown,,0,0,0,"03/28/2012: Assailants threw a grenade at the home of the Xuddur district commissioner in Baidoa city, Bay region, Somalia. No further information is available.",Bombing/Explosion,Explosives,nan,nan,government,govt personnel,Government of Xuddur,residence of district commissioner,Somalia
2.01E+11,3/29/2012,2012,3,29,Gedo,Bohol Bashir,2.329957,42.287281,1,0,Al Shabaab,,5,0,5,"03/29/2012: An Ethiopian military convoy struck a landmine and then came under fire in Bohol Bashir village, Gedo region, Somalia. The soldiers returned fire, and at least five attackers were killed. The number of soldiers who were injured or killed, if any, is unknown. No group claimed responsibility for this attack; however, sources attributed it to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,military,military convoy,Ethiopian National Defense Forces (ENDF),ethiopian forces convoy,Ethiopia
2.01E+11,3/31/2012,2012,3,31,Galguduud,Dhuusamareeb,5.185013,46.825284,1,0,Unknown,,,,0,"03/31/2012: An Ethiopian military vehicle struck an explosive device between Ceel-Buur and Dhusa Mareeb towns in Galguduud province, Somalia. The blast caused an unknown number of casualties, and no group claimed responsibility for this attack.",Bombing/Explosion,Explosives,improvised explosive device (IED),nan,military,military transportation/vehicle ,Ethiopian National Defense Forces (ENDF),ehtiopian forces vehicle,Ethiopia
2.01E+11,4/1/2012,2012,4,1,Galguduud,Ceelbuur,4.684885,46.622805,1,0,Al Shabaab,,2,0,2,"04/01/2012: Assailants attacked a military base in Ceelbuur town, Galguduud region, Somalia. Two attackers were wounded in the ensuing firefight. Al-Shabaab claimed responsibility for this incident.",Armed Assault,Explosives,mortars,mortars were used in the attack.,military,military base,African Union Mission in Somalia (AMISOM),amisom joint base,Somalia
2.01E+11,4/1/2012,2012,4,1,Baay,Baydhaba,3.115641,43.646581,1,0,Unknown,,1,0,1,"04/01/2012: Assailants shot and killed a tax official in Baidoa city, Bay region, Somalia. No group claimed responsibility for the incident.",Armed Assault,Firearms,automatic firearms,nan,government,govt personnel,TFG Tax Official,tax official,International
2.01E+11,4/2/2012,2012,4,2,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,2,0,2,"04/02/2012: Assailants threw a grenade at a police station in Dharkeleey district, Banaadir region, Somalia. Two assailants were killed when the police opened fire on them. No group claimed responsibility for this attack; however, authorities attributed it to Al-Shabaab.",Bombing/Explosion,Explosives,nan,nan,police,police building,Somali Police Force (SPF),police station,Somalia
2.01E+11,4/3/2012,2012,4,3,Gedo,Garbahaareey,3.503922,42.236243,1,0,Al Shabaab,"The specific motive is unknown; however, sources noted that Al-Shabaab had previously banned the International Committee of the Red Cross (ICRC) from distributing food in areas that it controlled and had accused the group of distributing expired food.",1,0,1,"04/03/2012: Assailants detonated explosives near a Red Cross food aid convoy in Gedo region, Somalia. One truck driver was killed in the attack. There was no claim of responsibility for this attack; however, military officials attributed it to Al-Shabaab.",Bombing/Explosion,Explosives,improvised explosive device (IED),nan,ngo,international ngo,International Committee of the Red Cross (ICRC),food aid vehicles,International
2.01E+11,4/4/2012,2012,4,4,Banaadir,Mogadishu,2.059818,45.326114,0,1,Al Shabaab,"Al-Shabaab claimed responsibility for the attack, stating that it targeted members of the Transitional Federal Government (TFG) and the Somali Prime Minister because the TFG is serving and supporting the African Union Mission in Somalia (AMISOM).  Al-Shabaab claimed AMISOM are invaders and that its forces are massacring innocent Muslims in Somalia.",11,,11,"04/04/2012: A suicide bomber detonated during an event at the National Theater in Mogadishu city, Banaadir region, Somalia. Officials believed the intended target of the attack was Prime Minister Abdiweli Mohammed Ali. Ten people, including several government officials, were killed in the explosion, and an unknown number of others were injured. Al-Shabaab claimed responsibility for the attack, stating that it targeted members of the Transitional Federal Government (TFG) because the TFG is serving and supporting the African Union Mission in Somalia (AMISOM).",Assassination,Explosives,nan,nan,government,prime minister,Government of Somalia,prime minister: abdiweli mohammed ali,Somalia
2.01E+11,4/5/2012,2012,4,5,Hiiraan,Beledweyne,4.73538,45.202402,1,0,Al Shabaab,"The specific motive is unknown; however, sources noted that the victim, Nahad Salad Adan, had received death threats from Al-Shabaab in the weeks since the group lost control of the Haran region.",2,0,2,"04/05/2012: Two assailants opened fire on a journalist for Voice of Hiran and Radio Shabelle near his home in Beledweyne city, Hiiraan region, Somalia. The journalist, Mahad Salad Adan, was killed in the attack along with one of the assailants. No group claimed responsibility for this incident; however, authorities attributed it to Al-Shabaab.",Assassination,Firearms,pistols,nan,journalists & media,television journalist,Unknown,journalist: mahad salad aden,Somalia
2.01E+11,7/5/2011,2011,7,5,Banaadir,Mogadishu,2.059819,45.326115,1,0,Al Shabaab,The specific motive for the attack was religious.,0,0,0,"07/05/2011: On Tuesday, in the village of Lafole on the outskirts of Mogadishu, Banaadir, Somalia, unidentified militants took hostage by unknown means at least 13 Somali teenagers that had been accused of watching indiscipline films and pornographic videos on their cell phones; no casualties were reported. The status of the hostages is unknown, but several of the teenagers were released soon after being abducted. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,7/5/2011,2011,7,5,Banaadir,Mogadishu,2.059819,45.326115,1,0,Al Shabaab,The specific motive for the attack was religious; al-Shabaab has banned soccer due to its roots in Christianity.,1,1,2,"07/05/2011: On Tuesday, on the outskirts of Mogadishu, Banaadir, Somalia, unidentified armed militants kidnapped at least five Somali civilians, after the militants fired upon a group of Somali teenagers that had been playing soccer in the Elasha Biyaha displacement camps. One civilian was wounded and one was killed and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",Armed Assault,Firearms,automatic firearms,unknown firearms were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,4/11/2012,2012,4,11,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,0,0,"04/11/2012: Assailants attacked a police station in Mogadishu city, Banaadir region, Somalia. No police officers were injured, but an unknown number of assailants were killed. No group claimed responsibility for this attack; however, police officials attributed it to Al-Shabaab.",Armed Assault,Firearms,automatic firearms,nan,police,police building,Somali Police Force (SPF),police station,Somalia
2.01E+11,4/14/2012,2012,4,14,Baay,Baydhaba,3.115641,43.646581,1,0,Al Shabaab,,,,0,"04/14/2012: Assailants used mortars to attack an airport in Baidoa city, Bay region, Somalia. This was one of three coordinated attacks in Baidoa on this day, across which an unknown number of people were killed or wounded. No group claimed responsibility for these incidents; however, sources attributed them to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,airports & aircraft,airport,Baidoa Airport,baydhabo airport,Somalia
2.01E+11,4/14/2012,2012,4,14,Baay,Baydhaba,3.115641,43.646581,1,0,Al Shabaab,,,,0,"04/14/2012: Assailants used mortars to attack the statehouse in Baidoa city, Bay region, Somalia. This was one of three coordinated attacks in Baidoa on this day, across which an unknown number of people were killed or wounded. No group claimed responsibility for these incidents; however, sources attributed them to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,government,govt building,Government of Baidoa,state house,Somalia
2.01E+11,4/14/2012,2012,4,14,Baay,Baydhaba,3.115641,43.646581,1,0,Al Shabaab,,,,0,"04/14/2012: Assailants used mortars to attack a hospital in Baidoa city, Bay region, Somalia. This was one of three coordinated attacks in Baidoa on this day, across which an unknown number of people were killed or wounded. No group claimed responsibility for these incidents; however, sources attributed them to Al-Shabaab.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,business,medical,Unknown,hospital,Somalia
2.01E+11,4/14/2012,2012,4,14,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,,,0,"04/14/2012: Assailants used mortars to attack the presidential palace in Mogadishu city, Banaadir region, Somalia. There were an unknown number of casualties and injuries. No group claimed responsibility for the attack.",Bombing/Explosion,Explosives,mortar shells,mortars were used in the attack.,government,govt building,Government of Somalia,villa somalia,Somalia
2.01E+11,4/17/2012,2012,4,17,Baay,Baydhaba,3.115641,43.646581,1,1,Al Shabaab,,6,0,6,"04/17/2012: A suicide bomber attempted to enter the United Nations (UN) compound in Baidoa city, Bay region, Somalia. The bomber detonated when a soldier tried to search him. Five people were killed in the explosion. Al-Shabaab claimed responsibility for this attack.",Bombing/Explosion,Explosives,suicide bombing,nan,diplomatic,international organization,United Nations (UN),un compound,International
2.01E+11,4/18/2012,2012,4,18,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,0,2,2,"04/18/2012: An assailant detonated an explosive device near the Villa Baidoa base in Mogadishu city, Banaadir region, Somalia. At least two people were wounded in the blast. This was one of two coordinated attacks in Mogadishu on this day, neither of which were claimed by any group.",Bombing/Explosion,Explosives,explosive devices detonanted,an explosive device hidden in a plastic shopping bag was used in the attack.,military,military base,Transitional Federal Government (TFG),sna base,Somalia
2.01E+11,4/18/2012,2012,4,18,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,0,3,3,"04/18/2012: An explosive device detonated near the Madina hospital in Mogadishu city, Banaadir region, Somalia. One person was killed and three others wounded in this attack. This was one of two coordinated attacks in Mogadishu on this day, neither of which were claimed by any group.",Bombing/Explosion,Explosives,improvised explosive device (IED),nan,business,medical,Madina Hospital,madina hospital,Somalia
2.01E+11,4/19/2012,2012,4,19,Gedo,Ceel Cadde,3.503923,42.236244,1,0,Al Shabaab,,1,0,1,"04/19/2012: Assailants ambushed the district commissioner as he was distributing food in Ceel Cadde town, Gedo region, Somalia. The commissioner was beheaded in the attack. No group claimed responsibility for the incident; however, authorities attributed it to Al-Shabaab.",Assassination,Melee,nan,nan,government,politician or political party movement/meeting/rally,Government of Ceel Cadde,district commisioner,Somalia
2.01E+11,4/19/2012,2012,4,19,Galguduud,Dhuusamareeb,5.185013,46.825284,1,0,Al Shabaab,,3,0,3,"04/19/2012: Gunmen ambushed an Ethiopian military convoy between Gabho and Daac in Galguduud region, Somalia. Three Ethiopian soldiers were killed in the attack. Al-Shabaab claimed responsibility for this incident.",Bombing/Explosion,Explosives,nan,nan,military,military convoy,Ethiopian National Defense Forces (ENDF),ethiopian forces convoy,Ethiopia
2.01E+11,7/13/2011,2011,7,13,Galguduud,Ceel Dheere,4.4183,44.8717,1,0,Al Shabaab,The specific motive for the attack was religious.,0,0,0,"07/13/2011: On Wednesday, in the Eldher district of Galgudud, Somalia, al-Shabaab members abducted eight individuals by unknown means they accused of being drug users. No casualties were reported and the status of the hostages is unknown. Al-Shabaab claimed responsibility for the attack in a communication to local press.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,7/19/2011,2011,7,19,Shabeellaha Dhexe,Jowhar,2.777264,45.500641,1,0,Al Shabaab,The specific motive for the attack was religious.,0,0,0,"07/19/2011: On Tuesday, in several villages near Jawhar, Shabeellaha Dhexe, Somalia, unidentified militants took hostage at least 20 Somali civilians by unknown means that had been accused of breaking Islamic law. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,7/23/2011,2011,7,23,Shabeellaha Hoose,Awdheegle,1.978939,44.832062,1,0,Al Shabaab,The specific motive for the attack was religious.,0,0,0,"07/23/2011: On Saturday, in the Owdhegle area of Shabeellaha Hoose, Somalia, unidentified militants by unknown means took hostage four Somali teenagers for breaking Islamic law by watching movies on cell phones. No casualties were reported and the status of the hostages is unknown. No group claimed responsibility, but the militant group al-Shabaab was thought to be responsible for the attack.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,4/23/2012,2012,4,23,Hiiraan,Beledweyne,4.73538,45.202402,1,0,Al Shabaab,,,,0,"04/23/2012: A landmine detonated as Ethiopian troops were passing by in Beledweyne city, Hiiraan region, Somalia. An unknown number of soldiers were killed or wounded in the attack. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Explosives,roadside bomb,roadside bomb,military,military personnel,Ethiopian National Defense Forces (ENDF),ethiopian soldiers,Ethiopia
2.01E+11,7/26/2011,2011,7,26,Banaadir,Mogadishu,2.059819,45.326115,1,0,Al Shabaab,The specific motive for the attack was religious.,0,0,0,"07/26/2011: On Tuesday, outside Mogadishu, Banaadir, Somalia, suspected al-Shabaab militants abducted 30 women by unknown means for violations of rules regarding the wearing of veils in public. Al-Shabaab claims the women are under arrest and will be jailed. The status of the hostages is unknown. No group claimed responsibility, although al-Shabaab is suspected.",hostage taking (kidnapping),Unknown,unknown weapons,it is unknown if weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,4/26/2012,2012,4,26,Galguduud,Ceelbuur,4.684885,46.622805,1,0,Al Shabaab,,6,0,6,"04/26/2012: Assailants attacked a group of Ethiopian soldiers in Ceelbuur town, Galguduud region, Somalia. Six individuals, including an unknown number of assailants, were killed. No group claimed responsibility for the incident; however, sources attributed it to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military base,Ethiopian National Defense Forces (ENDF),ethiopian base,Ethiopia
2.01E+11,8/1/2011,2011,8,1,Banaadir,Mogadishu,2.059819,45.326115,1,0,Al Shabaab,The specific motive for the attack was due to spying allegations against the victims.,2,0,2,"08/21/2011 (Default Date): On Sunday, in Mogadishu, Banaadir, Somalia, in one of two related attacks, militants kidnapped two men that had been accused of spying for the Somali government on the al-Shabaab militant group. The two men were later executed on 08/23/2011 by al-Shabaab militants in the district of Daynile in Mogadishu, Banaadir, Somalia. An al-Shabaab judge claimed responsibility for the attack through a statement to reporter Dahir Ahmed Omar.",hostage taking (kidnapping),Unknown,unknown weapons,unknown weapons were used in the attack.,private citizens & property,civilians,,civilians,Somalia
2.01E+11,4/27/2012,2012,4,27,Bari,Qardho,8.981033,49.691137,1,0,Al Shabaab,"Sheikh Ali Mohammed Rage, an Al-Shabaab spokesperson, claimed responsibility for the attack and stated that the victim, a South African security trainer, was targeted as part of a campaign against ""crusaders"" in Somalia.",1,0,1,"04/27/2012: Assailants killed a Saracen International security trainer in Bari, Somalia. Sheikh Ali Mohammed Rage, an Al-Shabaab spokesperson, claimed responsibility for the attack and stated that the victim, a South African security trainer, was targeted as part of a campaign against ""crusaders"" in Somalia.",Assailants attacked,Unknown,automatic firearms,nan,business,private security,Saracen International Security Firm,saracen security trainer,South Africa
2.01E+11,4/28/2012,2012,4,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,4,9,13,"04/28/2012: Assailants threw two grenades into a video store in Mogadishu city, Banaadir region, Somalia. Four civilians were killed and nine were injured. Al-Shabaab claimed responsibility for this incident on a pro-Islamist radio station.",Bombing/Explosion,Explosives,hand grenades,two explosive devices were used in the attack.,business,entertainment,Unknown,cinema,Somalia
2.01E+11,4/28/2012,2012,4,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"04/28/2012: Assailants attacked a joint Somali and African Union (AU) military base in Mogadishu city, Banaadir region, Somalia. There were no reported casualties or damage. This was one of two attacks on military bases in Mogadishu on this date. No group claimed responsibility for these incidents; however, authorities attributed them to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military camp,African Union Mission in Somalia (AMISOM),amisom camp,International
2.01E+11,4/28/2012,2012,4,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Al Shabaab,,,,0,"04/28/2012: Assailants attacked a joint Somali and African Union (AU) military base in Mogadishu city, Banaadir region, Somalia. There were no reported casualties or damage. This was one of two attacks on military bases in Mogadishu on this date. No group claimed responsibility for these incidents; however, authorities attributed them to Al-Shabaab.",Assailants attacked,Unknown,automatic firearms,nan,military,military camp,African Union Mission in Somalia (AMISOM),amisom camp,International
2.01E+11,4/28/2012,2012,4,28,Banaadir,Mogadishu,2.059818,45.326114,1,0,Unknown,,1,4,5,"04/28/2012: Assailants threw a grenade at soldiers in Bakaara Market in Mogadishu city, Banaadir region, Somalia. One civilian was killed and four other people injured in the attack. No group claimed responsibility for this incident.",Bombing/Explosion,Explosives,nan,nan,military,military personnel,Somali Armed Forces (SAF),sna soldiers,Somalia
